player_id,drafted_probability
cf302b4d-84f7-4124-a25d-a75eed31978b,3.31033e-08
f91837cd-4f49-4b70-963d-aeb82c6ce3da,4.6400535e-07
53ec2a29-1e7d-4c6d-86d7-d60d02af8916,0.019534133
32402798-471c-4a54-8cb4-29cd95199014,1.7012634e-07
73b960f9-27b8-4431-9d23-a760e9bbc360,0.29961187
5247bd7c-a67b-427e-a8e8-79248e5060fe,0.1228846
7dfdfb34-e3ab-4650-877c-8582f0674699,0.0001671265
e7ebd32a-f567-4864-a319-384a7dce2719,0.021331273
0f3f27ad-aa27-4f18-b32e-7bff491efbbf,1.9788858e-06
3de68227-0c33-40af-b7e8-beadbffe1fe2,4.5909925e-07
9c531aaf-977e-4137-90a9-9021caff9c92,0.30621803
a16ec61c-20ad-4550-b3ce-fd67b25f8fe3,0.0013303598
5dabf805-dd09-44be-bff4-9771440c4126,0.08691303
26544ebf-a284-48b3-a2c8-dcccb0fd989a,0.50568336
bf945870-e65c-47d9-b091-b7085aa4ccab,0.00082103565
bff62a81-ffeb-416b-bc74-87c8dfac53cf,0.048675712
dcac95be-21a4-4d94-9e65-c59545a6e3eb,0.09778645
5f6273d8-6268-4244-83f8-313a52a6b566,0.00020957373
b8a4f6dc-2e5c-49fa-80d7-b93e2c3b57d8,0.0012229775
445b7924-129f-454b-aee3-3c52de815e55,0.055462856
e4f08c43-0ffa-4a52-b6f5-8aa91a1768bf,4.017255e-06
f866f318-d725-4535-ad92-228fa1dad2b8,4.812521e-06
843bf833-1ae8-4ecc-860b-274768e342a6,0.5392627
68fe79dc-50ba-4a49-8d5f-77e6a97efeb3,0.17527905
f885ea07-f9b6-499c-85f0-d5adf0fcb721,0.29662234
dbcd1575-f770-4264-8ad3-20f2d4083ced,0.07519325
8ed1ab4a-7ccf-4c9d-b05f-d0c38f217559,7.1201594e-06
fa775897-37b7-456b-93ab-0b558d078854,0.0045529203
9c0b95f7-2427-4e5b-8502-4ba25d591ef7,0.0006514697
47524594-75e7-4d49-8939-1a9c4266288d,0.21909726
2cebf2bc-50b4-4946-888a-1d3fe7e60fc4,3.0862267e-07
73490b3e-015a-4978-bf08-dfb68586dcd7,0.18745755
2cc05146-6963-47f8-ac36-d1ac512e1c2a,0.06161146
f196ec8f-2dac-49d4-a75b-2ccd8766c028,2.560128e-05
5e8d94d8-ee66-4249-9c14-091f64827224,0.00014682808
cbff9766-444c-4b2d-8dd1-c4e7669ae8f1,0.0018798969
51d39068-bc40-4acc-8eef-cd098a959d85,9.111847e-05
760401cf-eaa7-4274-b624-c89ae60f8cb7,2.7417595e-05
e5124527-48a4-4bae-a12f-c3a5f5b8a51e,0.4701596
7a727e8c-2480-4e1e-808e-06ea762c6a11,0.9437807
81b6cf6a-0aea-48d5-90b8-9e2ad33d9eb9,0.0069498275
ce319804-fa04-4e1e-bec3-9155bd53f819,0.2311029
d795e6cc-9e53-49f8-b9b4-f12d4165e678,0.0072124167
950ebb08-db51-4f80-9184-a7eec340185d,0.00931432
e6ee7199-c545-4c05-9a5f-50f582734e30,0.873909
f2243530-d063-4dee-b5f0-7f1002d62def,0.6893459
952fdd54-4a9b-44bf-a398-28399c34c179,0.00040141563
f5af49f7-c053-4527-bfd8-0f5e39dc2195,0.0032941424
a3b88ef1-73da-4c57-a490-4f5aae18999b,0.00043540617
a2abee92-4cb4-4f4e-972d-4f00c1f97a45,0.027543327
3433bea1-8270-492b-993a-40743ab505a5,0.00047021915
150cb466-a7cf-40fb-b812-c08c40fe1f72,5.2789626e-05
933d4251-f3b5-4cbf-9c14-e7c04c1492a0,2.1497986e-07
a2c3eb8a-1a53-420f-bdc8-ee00e47568c1,0.0043679257
2d59a2b7-1864-4640-bf24-42d14c8fe70c,0.14531629
b1f3d35a-fcad-43f1-880c-1ec2f1db90fb,0.9315794
75b338c3-4b77-4d45-89e1-931fadb1a3cf,0.0011788624
40794ceb-ef40-4441-90e3-3f5b85725996,0.07482662
13818a49-b70c-4d2b-9bfe-d6e0075af5c1,8.064008e-05
fab21773-b639-4f3a-b03e-f02f9d0006bf,0.95660347
2c434ec9-16fc-4ddd-9459-97386497037c,0.54671663
85b532a1-c2a1-4dcf-8863-2837e9676865,0.0021690775
98f91dd6-e960-422d-be90-c342ea2fe8cc,0.020807827
d2c34020-7bc9-492d-aa1a-80dd6a7e9efa,0.06635882
739eb7d3-ce3f-41e6-9a93-f83241fc5ec3,0.04209829
010321d8-14af-44ea-ab79-d9b0eae2ec92,0.0048792707
403329f5-4685-4f3a-a99c-a68c2e32388b,0.0006073354
1bd5e3cc-b240-45ca-a1c3-cd92e2f20f71,0.5505159
b77b58aa-5741-4d70-b872-3d1a310fe201,0.008535235
9bfd0692-6b84-4ad2-8d9a-731d90a5d5b4,0.00014885722
a419c530-af55-4433-83f0-74d90790bcdd,1.0121116e-05
8b743470-7631-489f-9a2f-5693a220a366,0.009987949
984c9d99-600d-4864-ad41-c5177269c436,9.6914654e-08
8bab3686-cd69-4343-8fc9-111d4e078e5b,0.0012542187
b80f02dc-f53c-4766-80d1-63f12807208b,0.0026548493
2a555559-6c1a-41b2-9d73-6d2e833cc994,3.9948096e-05
c4caa1b2-ddf8-47b3-a9b2-e93de3697149,0.00021803967
3eebc442-f5d6-402b-ab33-6342eadd588e,2.99078e-07
75dad17a-a5e1-4722-967e-6580e7165e24,0.0033589622
3c420f6a-2e1c-4540-bc91-93bc1431b6fa,0.71575963
