player_id,drafted_probability
cf302b4d-84f7-4124-a25d-a75eed31978b,1.01932913e-10
f91837cd-4f49-4b70-963d-aeb82c6ce3da,8.214888e-10
53ec2a29-1e7d-4c6d-86d7-d60d02af8916,9.8031414e-05
32402798-471c-4a54-8cb4-29cd95199014,1.8024508e-08
73b960f9-27b8-4431-9d23-a760e9bbc360,0.033948675
5247bd7c-a67b-427e-a8e8-79248e5060fe,3.6116886e-05
7dfdfb34-e3ab-4650-877c-8582f0674699,4.5599204e-08
e7ebd32a-f567-4864-a319-384a7dce2719,3.1472482e-05
0f3f27ad-aa27-4f18-b32e-7bff491efbbf,3.829945e-10
3de68227-0c33-40af-b7e8-beadbffe1fe2,1.2130194e-09
9c531aaf-977e-4137-90a9-9021caff9c92,0.0013321736
a16ec61c-20ad-4550-b3ce-fd67b25f8fe3,2.2018735e-07
5dabf805-dd09-44be-bff4-9771440c4126,0.0072236275
26544ebf-a284-48b3-a2c8-dcccb0fd989a,0.0035493
bf945870-e65c-47d9-b091-b7085aa4ccab,7.9221945e-06
bff62a81-ffeb-416b-bc74-87c8dfac53cf,0.0020240855
dcac95be-21a4-4d94-9e65-c59545a6e3eb,0.0040159044
5f6273d8-6268-4244-83f8-313a52a6b566,4.0185896e-07
b8a4f6dc-2e5c-49fa-80d7-b93e2c3b57d8,1.0487016e-06
445b7924-129f-454b-aee3-3c52de815e55,0.0013484258
e4f08c43-0ffa-4a52-b6f5-8aa91a1768bf,4.3831396e-09
f866f318-d725-4535-ad92-228fa1dad2b8,3.081191e-08
843bf833-1ae8-4ecc-860b-274768e342a6,0.018211847
68fe79dc-50ba-4a49-8d5f-77e6a97efeb3,0.0014556269
f885ea07-f9b6-499c-85f0-d5adf0fcb721,0.009505792
dbcd1575-f770-4264-8ad3-20f2d4083ced,0.00064599613
8ed1ab4a-7ccf-4c9d-b05f-d0c38f217559,8.530132e-10
fa775897-37b7-456b-93ab-0b558d078854,5.408538e-06
9c0b95f7-2427-4e5b-8502-4ba25d591ef7,7.221122e-08
47524594-75e7-4d49-8939-1a9c4266288d,0.0028327452
2cebf2bc-50b4-4946-888a-1d3fe7e60fc4,3.2161576e-09
73490b3e-015a-4978-bf08-dfb68586dcd7,0.0012821429
2cc05146-6963-47f8-ac36-d1ac512e1c2a,0.0030357188
f196ec8f-2dac-49d4-a75b-2ccd8766c028,4.1786755e-08
5e8d94d8-ee66-4249-9c14-091f64827224,1.7971882e-08
cbff9766-444c-4b2d-8dd1-c4e7669ae8f1,8.087047e-06
51d39068-bc40-4acc-8eef-cd098a959d85,3.6407382e-08
760401cf-eaa7-4274-b624-c89ae60f8cb7,1.1707605e-08
e5124527-48a4-4bae-a12f-c3a5f5b8a51e,0.47769985
7a727e8c-2480-4e1e-808e-06ea762c6a11,0.9500162
81b6cf6a-0aea-48d5-90b8-9e2ad33d9eb9,0.0001196247
ce319804-fa04-4e1e-bec3-9155bd53f819,0.0013343341
d795e6cc-9e53-49f8-b9b4-f12d4165e678,6.6072926e-06
950ebb08-db51-4f80-9184-a7eec340185d,2.5531112e-05
e6ee7199-c545-4c05-9a5f-50f582734e30,0.119464286
f2243530-d063-4dee-b5f0-7f1002d62def,0.18100719
952fdd54-4a9b-44bf-a398-28399c34c179,1.7592372e-06
f5af49f7-c053-4527-bfd8-0f5e39dc2195,9.0832464e-07
a3b88ef1-73da-4c57-a490-4f5aae18999b,8.167857e-06
a2abee92-4cb4-4f4e-972d-4f00c1f97a45,0.0006911666
3433bea1-8270-492b-993a-40743ab505a5,1.3566049e-07
150cb466-a7cf-40fb-b812-c08c40fe1f72,1.8166038e-07
933d4251-f3b5-4cbf-9c14-e7c04c1492a0,7.8026774e-10
a2c3eb8a-1a53-420f-bdc8-ee00e47568c1,8.444967e-06
2d59a2b7-1864-4640-bf24-42d14c8fe70c,0.0039266264
b1f3d35a-fcad-43f1-880c-1ec2f1db90fb,0.15095873
75b338c3-4b77-4d45-89e1-931fadb1a3cf,7.6479137e-07
40794ceb-ef40-4441-90e3-3f5b85725996,8.365299e-06
13818a49-b70c-4d2b-9bfe-d6e0075af5c1,1.1786669e-07
fab21773-b639-4f3a-b03e-f02f9d0006bf,0.48825395
2c434ec9-16fc-4ddd-9459-97386497037c,0.20204127
85b532a1-c2a1-4dcf-8863-2837e9676865,6.2893895e-07
98f91dd6-e960-422d-be90-c342ea2fe8cc,5.680761e-06
d2c34020-7bc9-492d-aa1a-80dd6a7e9efa,7.812071e-05
739eb7d3-ce3f-41e6-9a93-f83241fc5ec3,3.0713178e-05
010321d8-14af-44ea-ab79-d9b0eae2ec92,3.212515e-07
403329f5-4685-4f3a-a99c-a68c2e32388b,3.4830314e-06
1bd5e3cc-b240-45ca-a1c3-cd92e2f20f71,0.025718424
b77b58aa-5741-4d70-b872-3d1a310fe201,7.5154153e-06
9bfd0692-6b84-4ad2-8d9a-731d90a5d5b4,3.0022653e-07
a419c530-af55-4433-83f0-74d90790bcdd,1.2041703e-08
8b743470-7631-489f-9a2f-5693a220a366,0.00024983278
984c9d99-600d-4864-ad41-c5177269c436,5.1991085e-11
8bab3686-cd69-4343-8fc9-111d4e078e5b,1.1509036e-06
b80f02dc-f53c-4766-80d1-63f12807208b,9.022433e-06
2a555559-6c1a-41b2-9d73-6d2e833cc994,2.3272165e-08
c4caa1b2-ddf8-47b3-a9b2-e93de3697149,1.7709937e-06
3eebc442-f5d6-402b-ab33-6342eadd588e,2.0001139e-09
75dad17a-a5e1-4722-967e-6580e7165e24,6.2276486e-06
3c420f6a-2e1c-4540-bc91-93bc1431b6fa,0.37331542
fbe4804f-97d9-4209-9d5d-70322c3860f2,7.5637836e-06
009f6f9c-b869-4421-970f-941026b5f2ec,2.1354126e-06
f7cbe6af-d715-4e5d-9ffa-2f533dfdc479,1.7301141e-07
e8774266-c459-4b0b-a6e3-77101f12e4ed,7.191163e-06
c2b3e00d-5bc4-40ed-94f6-a4e98e645fbf,6.233884e-08
128e6243-4c2c-4f83-b092-64f685a5eba3,0.0016957419
9f784fbb-5136-4394-a6b2-fa602167f6b6,2.9037688e-05
454ce6ef-fd8b-4592-be01-a1eb40133a82,4.856728e-07
ce57a2ce-525b-48d1-899a-59622409cb6c,6.186056e-08
a29f321b-b40c-45de-855a-823f47a48828,0.00048892765
c5222f7d-beff-4518-a838-e9ba9d7a9f3f,4.6990714e-08
d4224073-c2ae-477e-81a7-fcc25b2789d7,1.9835203e-05
94b42a3d-51b8-4fee-b63f-01de54c98647,0.00063984666
cda9b33d-321c-48ae-b526-cb11933035bd,1.022122e-08
8b73115f-b7cd-42f9-84ca-3e18740612c5,2.3635776e-06
79e5cd41-1b99-49f4-8bed-1cd3225c8af3,5.750596e-07
e8205c39-998d-4b24-923a-6a4b70ee7825,1.0991523e-06
06520c5e-f686-4d70-bd5d-1978f6a7b223,4.7853914e-06
a17a5a72-ba93-416d-8594-81def1b5a7f7,4.3567286e-07
4a6ce092-68a1-4ebf-8a86-dd390ff72eac,1.7142272e-06
b7b1e972-fead-4e7e-8753-2c3b91566b86,2.5630252e-05
4ed72a8a-7bf3-4fdd-a456-947a087dafb4,0.0004915009
6fad9e9f-4533-49f4-8dda-bf2b3691a230,2.200895e-07
da0dc2ea-3bde-4d9c-ae2e-367b97c83f84,3.281444e-08
a00c933a-1a10-43b1-ba21-dd423b41b099,2.4224212e-07
358afa54-bc6c-45bd-bcfe-703ae3815272,1.167046e-06
93bbefd9-d698-4c89-9a98-0f54e546f4e3,2.7542013e-09
85fda1c9-28a4-4fd5-b5db-fb4e484cd814,7.909866e-05
9bd754dc-8144-4a17-9c43-2e2e60f2ce86,0.0014550082
f07bccdc-da78-4770-b039-f47382b45c5d,4.645053e-06
a4d0c57a-9811-4719-87e9-c5999680b8a4,0.0015642652
9ac4f136-87d4-4569-9abb-4d218f14aee8,0.00021421675
31c73f5a-ee04-44e6-8e49-eaea5ebbd0a3,8.23969e-08
883ac6ed-f9c0-4efe-bde9-cceea7d633ed,6.273514e-07
b3b8f1cd-bdda-4f6b-b0fd-1160cc7c42d2,1.4684647e-09
e198a943-0d31-46bc-9e3f-7751540a900e,1.4518178e-06
9a3b7f91-94ac-48ca-8712-25b981b77884,1.2358254e-06
25d789c2-eb2e-4ea3-9eeb-e07509fb74f8,2.266573e-09
b5e67129-31b3-4e50-87a2-b322263084a3,1.6614322e-07
f95c900a-0bda-4f4e-9467-6cce4db2f274,5.5910325e-09
22720368-a488-47a2-8a89-dbc0b9de5ffe,4.6443853e-09
98924c77-7bbf-4c54-9201-60270825a201,0.007579038
f7e2fc96-0253-492b-9e9d-4f4b7bb6a1ef,0.0004263877
d20bd7a3-de34-4e72-9670-1bae3907b184,1.7749893e-07
9df08a6b-b646-49d8-96c0-ff33b27995e1,1.279692e-09
3b2f4a16-4db5-47e3-b514-0d822876ec1b,0.024830176
1c31b830-5e29-4aa8-8072-8eba5a1a77e3,1.8255759e-09
dfc766b8-1897-4b91-9f04-317f984f07d1,0.001300771
47fe7431-96dc-4b61-bcb5-0b9b158da920,4.3539244e-10
7b8c460a-ca96-450a-99ad-0158498a9efc,9.376824e-06
8453f44c-edde-4b99-a290-7f1fc50d8ffe,0.0058596637
1a49be29-0f5c-4f11-b854-76fc599e7de8,9.55284e-10
29f14548-a1c3-4afe-a7e1-bc0cf9df08bb,1.1760491e-08
6545f470-16d4-4920-89ec-d4f877b9e3e2,2.270693e-06
2dadfd2a-5b01-42a5-a810-f015124c490d,1.6652772e-05
a2a445c3-1c8b-47d1-8c57-a54ddd918b87,0.0012502398
00f8cb4b-a1d0-47fb-aac6-c09d07e49c5c,1.0781215e-05
bb958661-42fe-413a-86b6-4980bde194cd,0.062801205
f1da2510-045b-49c4-b212-ca6a3812fc2a,4.3312956e-10
38cad0fa-4246-40b0-8185-f0390fc62d41,6.7773186e-08
4458ad63-c62d-46f2-a7d5-e5c01caf1327,0.0017307914
691e0c55-e4ec-498c-aae3-401047f5c534,0.9788713
66b31d70-5e0e-45aa-a5e0-25a369635f5b,1.7016758e-09
d36360b8-9656-4b05-a065-2352e75a9671,0.00032862372
52fa4b26-46d8-4df1-8286-9c2d73405a47,0.0005084065
e5590152-e0ae-49f8-b0cf-3fadaace995e,0.25146
f3fdbd25-1f6e-4485-ab64-c812fdd56313,1.201187e-05
e31aa03f-5660-4ce0-8758-1f0a81b3feeb,1.879441e-05
bf1a1571-2d35-417c-891c-6554c3499b45,0.00020605199
a9696273-f166-42ad-a135-06d265c917b7,0.000174873
91277827-76d9-4d63-8fed-49e31398abec,0.00030921886
245c261c-c5b7-4399-af41-a957ac6fc3a2,0.003443434
5f751ddc-ef28-416e-8cda-18c807d21aac,1.1532753e-05
7c0ba4cc-3b48-407c-9455-8c713ca2f479,3.858019e-05
5bbab11a-66b9-4286-bf94-91c2bf8e9c08,7.969968e-05
dfe408c2-0f07-4762-ac31-44dc3c97b3e1,1.706906e-07
f13abcd1-110b-4298-b528-b0cef8908d31,0.03231624
f503d59e-bbbd-49fb-8047-5233df6a5a43,0.36310026
c65162bc-9f06-4f7f-906e-896b5448e1a8,6.0704988e-05
2c2cc712-c446-4777-ae06-9f825b64d1c3,0.00012687258
1152ad18-0961-4878-bddd-26aafc8c6c20,0.05580343
06a48516-363b-4476-86c4-d233c775f50c,0.9965365
84b0889e-77f3-458c-a307-410688f0cbbe,4.0765863e-07
452914f4-4ce7-4aa8-8892-aa55f5da2014,5.7186744e-06
